InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Stock,Revenue,NetProfit,TotalSales,NetSales,DiscountAmount,TotalPrice,Year,Month,CustomerSegment,Margin,DaysSince,LossFlag
101980,SKU_1258,Backpack,25,2024-05-08 00:00:00,86.95,94639.0,United Kingdom,0.29,Credit Card,13.81,Accessories,Online,Returned,DHL,Amsterdam,High,1258,1543.4,1529.6,2173.8,1543.4,630.4,1557.2,2024,May,Platinum,99.1,597,NO
102016,SKU_1407,T-shirt,19,2021-11-09 14:00:00,19.97,70374.0,Belgium,0.3,Credit Card,24.83,Apparel,Online,Not Returned,UPS,Amsterdam,Low,1407,265.6,240.8,379.4,265.6,113.8,290.4,2021,Nov,Silver,90.7,1508,NO
102019,SKU_1866,Headphones,27,2021-10-26 00:00:00,71.6,,United Kingdom,0.29,Paypall,16.83,Electronics,Online,Not Returned,DHL,Rome,Low,1866,1372.6,1355.7,1933.2,1372.6,560.6,1389.4,2021,Oct,Gold,98.8,1522,NO
102075,SKU_1953,White Mug,34,2025-01-12 01:00:00,55.73,28811.0,Sweden,0.17,Credit Card,6.48,Home & Kitchen,Online,Not Returned,UPS,Rome,High,1953,1572.7,1566.2,1894.8,1572.7,322.1,1579.2,2025,Jan,Gold,99.6,348,NO
102078,SKU_1051,Wall Clock,23,2024-09-30 12:00:00,85.53,89752.0,United Kingdom,0.35,Bank Transfer,21.71,Home Decor,In-store,Not Returned,UPS,Paris,Medium,1051,1278.7,1257.0,1967.2,1278.7,688.5,1300.4,2024,Sep,Gold,98.3,452,NO
102127,SKU_1635,Office Chair,46,2024-04-19 17:00:00,44.45,95086.0,Sweden,0.23,Paypall,9.02,Furniture,In-store,Not Returned,Royal Mail,Berlin,High,1635,1574.4,1565.4,2044.7,1574.4,470.3,1583.4,2024,Apr,Platinum,99.4,616,NO
102159,SKU_1521,Wall Clock,15,2020-11-17 22:00:00,41.08,30140.0,Belgium,0.01,Credit Card,29.33,Home Decor,In-store,Not Returned,FedEx,London,Low,1521,610.0,580.7,616.2,610.0,6.2,639.4,2020,Nov,Silver,95.2,1864,NO
102187,SKU_1289,T-shirt,31,2020-08-16 06:00:00,46.15,73828.0,Sweden,0.44,Credit Card,21.12,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low,1289,801.2,780.0,1430.6,801.2,629.5,822.3,2020,Aug,Gold,97.4,1958,NO
102221,SKU_1867,Desk Lamp,5,2024-08-02 18:00:00,92.06,77443.0,France,0.0,Credit Card,12.47,Furniture,Online,Not Returned,UPS,Amsterdam,Low,1867,460.3,447.8,460.3,460.3,0.0,472.8,2024,Aug,Silver,97.3,511,NO
102257,SKU_1814,Wall Clock,38,2020-07-09 01:00:00,91.67,61629.0,Sweden,0.13,Bank Transfer,17.96,Home Decor,In-store,Not Returned,UPS,Berlin,Medium,1814,3030.6,3012.7,3483.5,3030.6,452.8,3048.6,2020,Jul,Platinum,99.4,1996,NO
102292,SKU_1654,White Mug,17,2024-04-26 17:00:00,31.52,24149.0,Australia,0.05,Credit Card,24.65,Home & Kitchen,In-store,Not Returned,Royal Mail,Amsterdam,High,1654,509.0,484.4,535.8,509.0,26.8,533.7,2024,Apr,Silver,95.2,609,NO
102352,SKU_1587,Wireless Mouse,7,2020-06-23 12:00:00,7.15,28921.0,Spain,0.05,Credit Card,27.04,Electronics,In-store,Not Returned,Royal Mail,London,High,1587,47.5,20.5,50.1,47.5,2.5,74.6,2020,Jun,Bronze,43.1,2012,NO
102355,SKU_1799,Office Chair,16,2023-01-09 23:00:00,92.5,98500.0,Australia,0.28,Paypall,16.43,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High,1799,1065.6,1049.2,1480.0,1065.6,414.4,1082.0,2023,Jan,Gold,98.5,1081,NO
102387,SKU_1400,T-shirt,42,2024-07-16 08:00:00,57.92,58619.0,Norway,0.01,Credit Card,7.13,Apparel,Online,Not Returned,UPS,Amsterdam,Medium,1400,2408.3,2401.2,2432.6,2408.3,24.3,2415.4,2024,Jul,Platinum,99.7,528,NO
102405,SKU_1099,Notebook,9,2024-06-02 12:00:00,81.17,64816.0,Germany,0.24,Paypall,5.76,Stationery,In-store,Not Returned,UPS,Rome,Medium,1099,555.2,549.4,730.5,555.2,175.3,561.0,2024,Jun,Silver,99.0,572,NO
102419,SKU_1668,USB Cable,31,2021-08-31 03:00:00,10.6,57382.0,Spain,0.2,Bank Transfer,18.22,Electronics,Online,Not Returned,DHL,Rome,High,1668,262.9,244.7,328.6,262.9,65.7,281.1,2021,Aug,Bronze,93.1,1578,NO
102431,SKU_1738,USB Cable,8,2021-05-22 04:00:00,84.86,23415.0,Italy,0.35,Credit Card,14.78,Electronics,Online,Not Returned,UPS,Paris,Medium,1738,441.3,426.5,678.9,441.3,237.6,456.1,2021,May,Silver,96.7,1679,NO
102438,SKU_1820,Notebook,1,2022-10-02 19:00:00,12.44,16555.0,Norway,0.47,Bank Transfer,29.86,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low,1820,6.6,-23.3,12.4,6.6,5.8,36.5,2022,Oct,Bronze,-352.9,1181,YES
102469,SKU_1558,T-shirt,33,2025-04-27 01:00:00,73.06,41226.0,Sweden,0.47,Credit Card,22.09,Apparel,In-store,Not Returned,FedEx,Paris,High,1558,1277.8,1255.7,2411.0,1277.8,1133.2,1299.9,2025,Apr,Platinum,98.3,243,NO
102479,SKU_1886,T-shirt,37,2023-10-27 11:00:00,58.34,27159.0,Norway,0.11,Paypall,28.3,Apparel,In-store,Not Returned,FedEx,London,High,1886,1921.1,1892.8,2158.6,1921.1,237.4,1949.4,2023,Oct,Platinum,98.5,791,NO
102496,SKU_1072,Desk Lamp,43,2025-05-12 03:00:00,3.33,11842.0,Netherlands,0.04,Bank Transfer,23.32,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium,1072,137.5,114.1,143.2,137.5,5.7,160.8,2025,May,Bronze,83.0,228,NO
102521,SKU_1725,T-shirt,34,2024-07-08 05:00:00,99.01,28955.0,France,0.3,Bank Transfer,18.98,Apparel,In-store,Not Returned,DHL,Rome,High,1725,2356.4,2337.5,3366.3,2356.4,1009.9,2375.4,2024,Jul,Platinum,99.2,536,NO
102526,SKU_1449,T-shirt,46,2021-10-24 09:00:00,43.38,19776.0,Netherlands,0.08,Bank Transfer,14.49,Apparel,Online,Not Returned,DHL,London,High,1449,1835.8,1821.4,1995.5,1835.8,159.6,1850.3,2021,Oct,Gold,99.2,1524,NO
102589,SKU_1337,Headphones,24,2022-05-10 21:00:00,13.42,25235.0,United Kingdom,0.04,Paypall,10.59,Electronics,Online,Returned,Royal Mail,Rome,Medium,1337,309.2,298.6,322.1,309.2,12.9,319.8,2022,May,Bronze,96.6,1325,NO
102590,SKU_1849,Blue Pen,45,2023-03-20 00:00:00,94.54,49748.0,Netherlands,0.41,Credit Card,20.73,Stationery,In-store,Not Returned,UPS,Berlin,Medium,1849,2510.0,2489.3,4254.3,2510.0,1744.3,2530.8,2023,Mar,Platinum,99.2,1012,NO
102594,SKU_1892,Wireless Mouse,44,2023-05-11 07:00:00,27.23,36777.0,Australia,0.0,Paypall,18.97,Electronics,Online,Not Returned,Royal Mail,London,Medium,1892,1198.1,1179.2,1198.1,1198.1,0.0,1217.1,2023,May,Gold,98.4,960,NO
102631,SKU_1030,Wall Clock,32,2021-12-31 19:00:00,84.32,16132.0,Portugal,0.04,Credit Card,29.92,Home Decor,In-store,Not Returned,FedEx,Rome,Low,1030,2590.3,2560.4,2698.2,2590.3,107.9,2620.2,2021,Dec,Platinum,98.8,1456,NO
102639,SKU_1764,Desk Lamp,45,2024-05-18 16:00:00,67.37,12636.0,Germany,0.08,Bank Transfer,27.83,Furniture,Online,Returned,Royal Mail,Berlin,High,1764,2789.1,2761.3,3031.6,2789.1,242.5,2816.9,2024,May,Platinum,99.0,587,NO
102696,SKU_1051,Wireless Mouse,4,2025-07-24 20:00:00,70.84,14978.0,Italy,0.36,Credit Card,23.18,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium,1051,181.4,158.2,283.4,181.4,102.0,204.5,2025,Jul,Bronze,87.2,155,NO
102700,SKU_1308,Backpack,34,2023-09-30 17:00:00,57.13,29628.0,Netherlands,0.1,Bank Transfer,5.9,Accessories,In-store,Not Returned,FedEx,London,Medium,1308,1748.2,1742.3,1942.4,1748.2,194.2,1754.1,2023,Sep,Gold,99.7,818,NO
102763,SKU_1392,T-shirt,28,2020-08-23 20:00:00,32.93,19357.0,Portugal,0.09,Credit Card,19.16,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High,1392,839.1,819.9,922.0,839.1,83.0,858.2,2020,Aug,Silver,97.7,1951,NO
102765,SKU_1106,Notebook,11,2021-03-18 03:00:00,45.85,67813.0,Norway,0.11,Credit Card,22.44,Stationery,In-store,Not Returned,DHL,Rome,Low,1106,448.9,426.4,504.4,448.9,55.5,471.3,2021,Mar,Silver,95.0,1744,NO
102775,SKU_1345,Desk Lamp,22,2020-09-08 18:00:00,47.32,73240.0,Portugal,0.32,Paypall,11.59,Furniture,In-store,Not Returned,UPS,Rome,Low,1345,707.9,696.3,1041.0,707.9,333.1,719.5,2020,Sep,Gold,98.4,1935,NO
102781,SKU_1909,Backpack,8,2023-01-21 13:00:00,75.32,48740.0,Spain,0.48,Credit Card,21.15,Accessories,Online,Returned,DHL,Rome,High,1909,313.3,292.2,602.6,313.3,289.2,334.5,2023,Jan,Silver,93.2,1070,NO
102795,SKU_1661,White Mug,33,2020-11-24 09:00:00,61.78,,Norway,0.42,Credit Card,17.03,Home & Kitchen,In-store,Not Returned,UPS,Paris,Medium,1661,1182.5,1165.4,2038.7,1182.5,856.3,1199.5,2020,Nov,Platinum,98.6,1858,NO
102853,SKU_1422,Office Chair,39,2023-02-17 20:00:00,35.04,35263.0,United Kingdom,0.13,Credit Card,22.12,Furniture,In-store,Not Returned,DHL,Paris,High,1422,1188.9,1166.8,1366.6,1188.9,177.7,1211.0,2023,Feb,Gold,98.1,1043,NO
102866,SKU_1384,Desk Lamp,11,2020-09-28 11:00:00,45.1,,Italy,0.39,Credit Card,21.78,Furniture,In-store,Not Returned,FedEx,,Medium,1384,302.6,280.8,496.1,302.6,193.5,324.4,2020,Sep,Silver,92.8,1915,NO
102869,SKU_1354,Backpack,32,2020-01-16 01:00:00,65.78,37314.0,Belgium,0.04,Bank Transfer,28.56,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium,1354,2020.8,1992.2,2105.0,2020.8,84.2,2049.3,2020,Jan,Platinum,98.6,2171,NO
102883,SKU_1740,White Mug,8,2025-01-17 09:00:00,89.83,47573.0,United Kingdom,0.1,Paypall,20.11,Home & Kitchen,Online,Not Returned,UPS,London,Medium,1740,646.8,626.7,718.6,646.8,71.9,666.9,2025,Jan,Silver,96.9,343,NO
102921,SKU_1820,Office Chair,20,2021-10-16 19:00:00,59.02,59396.0,Australia,0.07,Bank Transfer,13.13,Furniture,In-store,Not Returned,DHL,Rome,Low,1820,1097.8,1084.6,1180.4,1097.8,82.6,1110.9,2021,Oct,Gold,98.8,1532,NO
102928,SKU_1973,T-shirt,1,2022-03-19 04:00:00,32.74,30661.0,Sweden,0.03,Paypall,19.41,Apparel,Online,Not Returned,DHL,Paris,Low,1973,31.8,12.3,32.7,31.8,1.0,51.2,2022,Mar,Bronze,38.9,1378,NO
102948,SKU_1229,Backpack,23,2024-04-06 01:00:00,36.96,10783.0,France,0.07,Bank Transfer,21.15,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Medium,1229,790.6,769.4,850.1,790.6,59.5,811.7,2024,Apr,Silver,97.3,629,NO
102948,SKU_1051,White Mug,9,2024-10-27 01:00:00,13.95,24459.0,Norway,0.37,Paypall,10.26,Home & Kitchen,In-store,Not Returned,Royal Mail,Berlin,Low,1051,79.1,68.8,125.6,79.1,46.5,89.4,2024,Oct,Bronze,87.0,425,NO
102978,SKU_1810,Wireless Mouse,21,2024-08-24 00:00:00,9.93,,Germany,0.29,Paypall,12.24,Electronics,In-store,Not Returned,UPS,,Low,1810,148.1,135.8,208.5,148.1,60.5,160.3,2024,Aug,Bronze,91.7,489,NO
102988,SKU_1385,Wall Clock,16,2022-10-19 22:00:00,79.22,89826.0,Belgium,0.22,Paypall,12.32,Home Decor,In-store,Not Returned,UPS,London,Medium,1385,988.7,976.3,1267.5,988.7,278.9,1001.0,2022,Oct,Gold,98.8,1163,NO
102998,SKU_1461,Headphones,40,2023-02-22 19:00:00,97.5,52859.0,Portugal,0.03,Credit Card,7.6,Electronics,Online,Not Returned,FedEx,London,High,1461,3783.0,3775.4,3900.0,3783.0,117.0,3790.6,2023,Feb,Platinum,99.8,1038,NO
103005,SKU_1748,USB Cable,23,2023-05-08 15:00:00,35.47,13964.0,Netherlands,0.48,Bank Transfer,15.24,Electronics,Online,Not Returned,Royal Mail,Berlin,Low,1748,424.2,409.0,815.8,424.2,391.6,439.5,2023,May,Silver,96.4,963,NO
103051,SKU_1328,Notebook,10,2020-01-22 03:00:00,4.39,30573.0,Italy,0.23,Credit Card,28.81,Stationery,In-store,Not Returned,UPS,Amsterdam,High,1328,33.8,5.0,43.9,33.8,10.1,62.6,2020,Jan,Bronze,14.8,2165,NO
103052,SKU_1694,Blue Pen,30,2022-01-18 23:00:00,83.37,58027.0,Portugal,0.47,Paypall,11.54,Stationery,In-store,Not Returned,Royal Mail,Paris,Low,1694,1325.6,1314.0,2501.1,1325.6,1175.5,1337.1,2022,Jan,Platinum,99.1,1437,NO
103060,SKU_1725,Backpack,35,2021-09-23 18:00:00,49.02,50999.0,Australia,0.16,Credit Card,10.11,Accessories,In-store,Not Returned,DHL,Rome,High,1725,1441.2,1431.1,1715.7,1441.2,274.5,1451.3,2021,Sep,Gold,99.3,1555,NO
103089,SKU_1981,USB Cable,2,2020-12-24 09:00:00,72.92,47303.0,Germany,0.4,Bank Transfer,18.8,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium,1981,87.5,68.7,145.8,87.5,58.3,106.3,2020,Dec,Bronze,78.5,1828,NO
103098,SKU_1071,Blue Pen,2,2021-11-19 14:00:00,10.27,38359.0,Spain,0.0,Credit Card,27.12,Stationery,Online,Returned,UPS,Amsterdam,High,1071,20.5,-6.6,20.5,20.5,0.0,47.7,2021,Nov,Bronze,-32.0,1498,YES
103111,SKU_1677,Wall Clock,12,2024-08-06 19:00:00,14.9,41316.0,Norway,0.41,Paypall,24.5,Home Decor,Online,Not Returned,UPS,London,Low,1677,105.5,81.0,178.8,105.5,73.3,130.0,2024,Aug,Bronze,76.8,507,NO
103114,SKU_1010,Desk Lamp,24,2020-12-14 14:00:00,98.35,59318.0,France,0.47,Credit Card,5.49,Furniture,Online,Not Returned,FedEx,Rome,Low,1010,1251.0,1245.5,2360.4,1251.0,1109.4,1256.5,2020,Dec,Platinum,99.6,1838,NO
103159,SKU_1731,White Mug,2,2022-12-22 06:00:00,21.63,47024.0,Spain,0.42,Paypall,18.79,Home & Kitchen,In-store,Not Returned,DHL,Berlin,High,1731,25.1,6.3,43.3,25.1,18.2,43.9,2022,Dec,Bronze,25.1,1100,NO
103174,SKU_1281,T-shirt,36,2020-12-14 22:00:00,26.02,22990.0,Norway,0.08,Bank Transfer,27.14,Apparel,Online,Not Returned,UPS,Rome,Medium,1281,861.8,834.6,936.7,861.8,74.9,888.9,2020,Dec,Silver,96.9,1837,NO
103191,SKU_1259,Blue Pen,23,2020-05-05 20:00:00,44.93,80522.0,France,0.21,Paypall,14.12,Stationery,Online,Returned,DHL,Amsterdam,Low,1259,816.4,802.3,1033.4,816.4,217.0,830.5,2020,May,Silver,98.3,2061,NO
103196,SKU_1541,Office Chair,42,2021-04-26 16:00:00,37.69,46057.0,Spain,0.01,Credit Card,5.95,Furniture,In-store,Not Returned,UPS,London,High,1541,1567.2,1561.2,1583.0,1567.2,15.8,1573.1,2021,Apr,Gold,99.6,1705,NO
103212,SKU_1970,Backpack,3,2021-12-03 03:00:00,2.16,87642.0,Spain,0.27,Credit Card,9.18,Accessories,In-store,Not Returned,Royal Mail,Paris,High,1970,4.7,-4.4,6.5,4.7,1.7,13.9,2021,Dec,Bronze,-94.1,1484,YES
103247,SKU_1033,White Mug,12,2025-01-16 17:00:00,66.1,16291.0,France,0.02,Bank Transfer,23.11,Home & Kitchen,In-store,Not Returned,UPS,London,Medium,1033,777.3,754.2,793.2,777.3,15.9,800.4,2025,Jan,Silver,97.0,344,NO
103267,SKU_1714,White Mug,20,2020-01-28 10:00:00,23.94,74911.0,Sweden,0.01,Bank Transfer,28.39,Home & Kitchen,Online,Not Returned,Royal Mail,Berlin,Medium,1714,474.0,445.6,478.8,474.0,4.8,502.4,2020,Jan,Silver,94.0,2159,NO
103285,SKU_1249,Office Chair,35,2021-03-19 08:00:00,18.65,27098.0,Spain,0.01,Paypall,8.57,Furniture,Online,Not Returned,Royal Mail,Berlin,Low,1249,646.2,637.7,652.8,646.2,6.5,654.8,2021,Mar,Silver,98.7,1743,NO
103293,SKU_1300,Blue Pen,40,2025-07-31 14:00:00,85.93,53349.0,Portugal,0.18,Credit Card,7.06,Stationery,Online,Not Returned,Royal Mail,Berlin,Low,1300,2818.5,2811.4,3437.2,2818.5,618.7,2825.6,2025,Jul,Platinum,99.7,148,NO
103303,SKU_1479,Headphones,17,2025-08-18 18:00:00,68.07,16825.0,France,0.43,Credit Card,8.68,Electronics,Online,Not Returned,FedEx,London,Low,1479,659.6,650.9,1157.2,659.6,497.6,668.3,2025,Aug,Gold,98.7,130,NO
103317,SKU_1025,Wall Clock,37,2021-01-12 12:00:00,63.26,23276.0,United Kingdom,0.12,Credit Card,11.08,Home Decor,In-store,Not Returned,UPS,Amsterdam,High,1025,2059.7,2048.7,2340.6,2059.7,280.9,2070.8,2021,Jan,Platinum,99.5,1809,NO
103321,SKU_1326,Wall Clock,2,2023-09-16 08:00:00,49.46,72457.0,United States,0.09,Paypall,8.32,Home Decor,Online,Returned,UPS,Amsterdam,Medium,1326,90.0,81.7,98.9,90.0,8.9,98.3,2023,Sep,Bronze,90.8,832,NO
103340,SKU_1112,T-shirt,15,2025-01-25 12:00:00,51.51,85232.0,Norway,0.42,Bank Transfer,16.39,Apparel,In-store,Not Returned,FedEx,Berlin,Low,1112,448.1,431.7,772.6,448.1,324.5,464.5,2025,Jan,Silver,96.3,335,NO
103358,SKU_1878,Wall Clock,40,2020-09-23 21:00:00,88.63,46144.0,Sweden,0.15,Credit Card,7.09,Home Decor,Online,Returned,UPS,Rome,Low,1878,3013.4,3006.3,3545.2,3013.4,531.8,3020.5,2020,Sep,Platinum,99.8,1919,NO
103376,SKU_1840,Notebook,46,2022-08-15 15:00:00,92.8,14461.0,Spain,0.21,Paypall,11.94,Stationery,In-store,Not Returned,DHL,Paris,Medium,1840,3372.4,3360.4,4268.8,3372.4,896.4,3384.3,2022,Aug,Platinum,99.6,1229,NO
103400,SKU_1967,Notebook,2,2024-02-17 16:00:00,22.22,21238.0,United States,0.43,Bank Transfer,20.45,Stationery,In-store,Not Returned,FedEx,Rome,Low,1967,25.3,4.9,44.4,25.3,19.1,45.8,2024,Feb,Bronze,19.3,678,NO
103411,SKU_1600,Blue Pen,19,2025-02-15 03:00:00,68.81,76414.0,United States,0.06,Paypall,18.94,Stationery,In-store,Not Returned,DHL,Amsterdam,Low,1600,1228.9,1210.0,1307.4,1228.9,78.4,1247.9,2025,Feb,Gold,98.5,314,NO
103413,SKU_1559,USB Cable,15,2023-10-05 19:00:00,57.74,53476.0,Australia,0.22,Credit Card,19.84,Electronics,Online,Not Returned,DHL,Amsterdam,Low,1559,675.6,655.7,866.1,675.6,190.5,695.4,2023,Oct,Silver,97.1,813,NO
103420,SKU_1427,Notebook,40,2021-10-26 08:00:00,7.59,93682.0,Norway,0.14,Paypall,27.39,Stationery,Online,Not Returned,UPS,Rome,Low,1427,261.1,233.7,303.6,261.1,42.5,288.5,2021,Oct,Bronze,89.5,1522,NO
103435,SKU_1685,USB Cable,17,2021-03-14 21:00:00,15.87,,Italy,0.4,Paypall,15.62,Electronics,Online,Returned,UPS,,High,1685,161.9,146.3,269.8,161.9,107.9,177.5,2021,Mar,Bronze,90.4,1747,NO
103436,SKU_1950,Desk Lamp,37,2022-07-31 05:00:00,34.7,93124.0,Belgium,0.13,Bank Transfer,9.85,Furniture,In-store,Not Returned,UPS,Rome,Medium,1950,1117.0,1107.1,1283.9,1117.0,166.9,1126.8,2022,Jul,Gold,99.1,1244,NO
103449,SKU_1971,Office Chair,42,2025-05-27 17:00:00,61.95,84035.0,Germany,0.46,Bank Transfer,5.41,Furniture,In-store,Not Returned,DHL,Rome,High,1971,1405.0,1399.6,2601.9,1405.0,1196.9,1410.4,2025,May,Platinum,99.6,213,NO
103468,SKU_1745,T-shirt,46,2023-07-27 05:00:00,65.33,40712.0,United Kingdom,0.37,Paypall,17.59,Apparel,In-store,Not Returned,UPS,Berlin,Medium,1745,1893.3,1875.7,3005.2,1893.3,1111.9,1910.9,2023,Jul,Platinum,99.1,883,NO
103474,SKU_1796,Office Chair,5,2025-01-05 01:00:00,95.89,13836.0,Spain,0.14,Credit Card,23.54,Furniture,In-store,Not Returned,FedEx,Paris,High,1796,412.3,388.8,479.4,412.3,67.1,435.9,2025,Jan,Silver,94.3,355,NO
103485,SKU_1659,Backpack,44,2024-12-30 13:00:00,85.09,96286.0,United States,0.25,Paypall,7.94,Accessories,Online,Not Returned,UPS,Amsterdam,High,1659,2808.0,2800.0,3744.0,2808.0,936.0,2815.9,2024,Dec,Platinum,99.7,361,NO
103487,SKU_1682,Backpack,32,2022-07-18 18:00:00,99.56,61490.0,Spain,0.17,Bank Transfer,24.31,Accessories,Online,Not Returned,UPS,Berlin,Medium,1682,2644.3,2620.0,3185.9,2644.3,541.6,2668.6,2022,Jul,Platinum,99.1,1257,NO
103498,SKU_1260,Desk Lamp,44,2023-12-14 22:00:00,84.82,63141.0,Portugal,0.5,Bank Transfer,21.48,Furniture,Online,Not Returned,Royal Mail,Rome,High,1260,1866.0,1844.6,3732.1,1866.0,1866.0,1887.5,2023,Dec,Platinum,98.8,742,NO
103514,SKU_1456,USB Cable,2,2023-05-23 10:00:00,33.31,44243.0,Italy,0.35,Credit Card,17.53,Electronics,In-store,Not Returned,FedEx,Paris,High,1456,43.3,25.8,66.6,43.3,23.3,60.8,2023,May,Bronze,59.5,948,NO
103515,SKU_1706,Wall Clock,3,2022-01-09 13:00:00,82.52,54850.0,Netherlands,0.38,Bank Transfer,13.36,Home Decor,Online,Not Returned,Royal Mail,Berlin,Low,1706,153.5,140.1,247.6,153.5,94.1,166.8,2022,Jan,Bronze,91.3,1447,NO
103532,SKU_1306,Blue Pen,20,2023-10-05 10:00:00,77.0,94165.0,Portugal,0.44,Bank Transfer,16.36,Stationery,In-store,Not Returned,UPS,Berlin,High,1306,862.4,846.0,1540.0,862.4,677.6,878.8,2023,Oct,Gold,98.1,813,NO
103543,SKU_1334,Blue Pen,36,2023-07-16 04:00:00,11.87,22790.0,Netherlands,0.43,Paypall,19.06,Stationery,Online,Not Returned,DHL,Paris,High,1334,243.6,224.5,427.3,243.6,183.7,262.6,2023,Jul,Silver,92.2,894,NO
103573,SKU_1989,Office Chair,42,2023-09-08 23:00:00,59.71,56621.0,United States,0.32,Credit Card,29.38,Furniture,Online,Returned,UPS,Amsterdam,Low,1989,1705.3,1675.9,2507.8,1705.3,802.5,1734.7,2023,Sep,Platinum,98.3,839,NO
103590,SKU_1333,Headphones,23,2023-05-18 00:00:00,3.69,94637.0,Portugal,0.24,Paypall,14.04,Electronics,In-store,Not Returned,FedEx,Paris,Low,1333,64.5,50.5,84.9,64.5,20.4,78.5,2023,May,Bronze,78.2,953,NO
103599,SKU_1937,Desk Lamp,47,2022-02-20 04:00:00,17.37,95547.0,Sweden,0.09,Bank Transfer,13.85,Furniture,In-store,Not Returned,Royal Mail,Berlin,High,1937,742.9,729.1,816.4,742.9,73.5,756.8,2022,Feb,Silver,98.1,1405,NO
103608,SKU_1165,Backpack,9,2023-07-12 01:00:00,40.85,50862.0,Sweden,0.47,Paypall,13.32,Accessories,In-store,Not Returned,DHL,Berlin,Medium,1165,194.9,181.5,367.7,194.9,172.8,208.2,2023,Jul,Bronze,93.2,898,NO
103625,SKU_1180,T-shirt,36,2022-06-30 09:00:00,58.34,49557.0,Portugal,0.09,Bank Transfer,7.83,Apparel,In-store,Not Returned,DHL,London,Low,1180,1911.2,1903.4,2100.2,1911.2,189.0,1919.0,2022,Jun,Platinum,99.6,1275,NO
103626,SKU_1699,Headphones,49,2021-01-15 13:00:00,28.81,41006.0,Spain,0.14,Credit Card,21.97,Electronics,In-store,Not Returned,UPS,Rome,Low,1699,1214.1,1192.1,1411.7,1214.1,197.6,1236.0,2021,Jan,Gold,98.2,1806,NO
103654,SKU_1653,Blue Pen,47,2023-07-06 19:00:00,39.21,78128.0,Netherlands,0.1,Credit Card,8.64,Stationery,In-store,Not Returned,UPS,Paris,Medium,1653,1658.6,1649.9,1842.9,1658.6,184.3,1667.2,2023,Jul,Gold,99.5,904,NO
103681,SKU_1904,Backpack,4,2021-01-08 11:00:00,29.74,20025.0,Sweden,0.44,Bank Transfer,24.37,Accessories,In-store,Not Returned,DHL,Amsterdam,High,1904,66.6,42.2,119.0,66.6,52.3,91.0,2021,Jan,Bronze,63.4,1813,NO
103687,SKU_1087,White Mug,19,2024-06-30 05:00:00,29.26,38383.0,United Kingdom,0.44,Paypall,17.28,Home & Kitchen,In-store,Not Returned,FedEx,Rome,Medium,1087,311.3,294.0,555.9,311.3,244.6,328.6,2024,Jun,Silver,94.4,544,NO
103696,SKU_1200,Backpack,24,2020-07-22 14:00:00,65.72,27381.0,United Kingdom,0.09,Bank Transfer,20.03,Accessories,Online,Not Returned,Royal Mail,Amsterdam,High,1200,1435.3,1415.3,1577.3,1435.3,142.0,1455.4,2020,Jul,Gold,98.6,1983,NO
103729,SKU_1976,White Mug,49,2020-11-16 17:00:00,75.41,86020.0,United States,0.15,Credit Card,13.23,Home & Kitchen,In-store,Not Returned,Royal Mail,Rome,Medium,1976,3140.8,3127.6,3695.1,3140.8,554.3,3154.1,2020,Nov,Platinum,99.6,1866,NO
103743,SKU_1230,White Mug,46,2021-12-11 03:00:00,36.86,38017.0,France,0.36,Bank Transfer,13.37,Home & Kitchen,Online,Not Returned,UPS,Amsterdam,Medium,1230,1085.2,1071.8,1695.6,1085.2,610.4,1098.5,2021,Dec,Gold,98.8,1476,NO
103754,SKU_1202,White Mug,23,2020-05-12 22:00:00,5.76,19358.0,Sweden,0.03,Credit Card,22.62,Home & Kitchen,In-store,Not Returned,Royal Mail,London,Medium,1202,128.5,105.9,132.5,128.5,4.0,151.1,2020,May,Bronze,82.4,2053,NO
103771,SKU_1705,T-shirt,17,2021-03-17 00:00:00,96.37,36065.0,Netherlands,0.44,Bank Transfer,13.16,Apparel,Online,Not Returned,DHL,Amsterdam,Medium,1705,917.4,904.3,1638.3,917.4,720.8,930.6,2021,Mar,Gold,98.6,1745,NO
103779,SKU_1470,Backpack,35,2025-03-27 06:00:00,19.43,61489.0,Spain,0.11,Bank Transfer,24.24,Accessories,Online,Not Returned,FedEx,Paris,Medium,1470,605.2,581.0,680.0,605.2,74.8,629.5,2025,Mar,Silver,96.0,274,NO
103796,SKU_1209,T-shirt,31,2025-02-17 23:00:00,48.95,51656.0,Italy,0.42,Bank Transfer,24.52,Apparel,Online,Not Returned,DHL,Amsterdam,Medium,1209,880.1,855.6,1517.4,880.1,637.3,904.6,2025,Feb,Gold,97.2,311,NO
