InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
112150,SKU_1410,Wall Clock,13,02-08-2021 02:00,44.39,87343,France,0.17,Credit Card,23.71,Furniture,Online,Not Returned,Royal Mail,Rome,Medium
112155,SKU_1826,Blue Pen,33,19-07-2023 00:00,93.16,89927,Belgium,0.44,paypall,19.76,Accessories,In-store,Not Returned,FedEx,Paris,High
112175,SKU_1209,White Mug,-28,05-03-2020 00:00,-6.22,,Portugal,1.345090928,Credit Card,,Accessories,Online,Not Returned,FedEx,,Low
112199,SKU_1106,Backpack,45,31-08-2024 04:00,33.28,40015,Spain,0.33,Credit Card,29.71,Furniture,In-store,Returned,DHL,Rome,High
112202,SKU_1282,T-shirt,44,24-04-2023 06:00,65.52,47465,Portugal,0.08,paypall,22.47,Accessories,In-store,Not Returned,UPS,Paris,Low
112204,SKU_1124,Backpack,10,12-10-2021 16:00,30.86,25771,Belgium,0.31,Bank Transfer,16.36,Apparel,Online,Not Returned,DHL,Amsterdam,High
112213,SKU_1363,Blue Pen,21,15-05-2021 03:00,21.95,52348,Netherlands,0.18,Bank Transfer,27.07,Accessories,Online,Not Returned,UPS,Amsterdam,High
112236,SKU_1249,Headphones,48,15-03-2024 15:00,11.51,12493,United States,0.13,paypall,20.67,Apparel,Online,Not Returned,DHL,London,Medium
112268,SKU_1755,White Mug,24,19-09-2023 07:00,97.66,45503,Italy,0.05,paypall,22.95,Furniture,In-store,Not Returned,UPS,Rome,Low
112289,SKU_1106,Office Chair,15,18-04-2020 14:00,7.81,61820,Italy,0.42,Credit Card,16.76,Electronics,In-store,Not Returned,Royal Mail,Berlin,High
112306,SKU_1150,Notebook,3,02-10-2020 17:00,72.92,17695,Germany,0.19,Bank Transfer,24.73,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
112323,SKU_1498,Wall Clock,36,23-04-2020 04:00,93.41,33286,France,0.21,Credit Card,22.91,Electronics,Online,Not Returned,UPS,Berlin,Medium
112336,SKU_1198,Office Chair,49,10-04-2021 03:00,11.02,82824,Portugal,0.21,Credit Card,23.28,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
112343,SKU_1277,Office Chair,4,18-12-2024 19:00,66.62,21298,Portugal,0.45,Credit Card,8.96,Accessories,Online,Not Returned,Royal Mail,Rome,High
112360,SKU_1543,Blue Pen,9,07-08-2020 20:00,26.88,49755,Australia,0.49,Credit Card,8.45,Furniture,In-store,Not Returned,UPS,Paris,Low
112366,SKU_1530,White Mug,27,13-06-2023 13:00,64.78,40039,Italy,0.02,paypall,23.49,Stationery,In-store,Not Returned,DHL,Berlin,Low
112392,SKU_1414,Desk Lamp,42,03-05-2025 10:00,83.05,69025,Portugal,0.04,Credit Card,16.16,Apparel,In-store,Not Returned,Royal Mail,London,High
112402,SKU_1775,Wall Clock,-42,05-03-2023 17:00,-64.82,,Germany,1.410815552,paypall,,Stationery,In-store,Not Returned,Royal Mail,,High
112410,SKU_1115,Desk Lamp,41,23-09-2023 01:00,21.33,62625,Germany,0.34,paypall,18.82,Accessories,Online,Returned,FedEx,Amsterdam,High
112419,SKU_1993,Notebook,30,20-06-2021 21:00,11.24,98537,Australia,0.17,Credit Card,22.36,Furniture,Online,Returned,Royal Mail,Berlin,Low
112420,SKU_1407,USB Cable,14,30-10-2022 19:00,37.21,66680,United Kingdom,0.43,paypall,9.99,Electronics,In-store,Not Returned,FedEx,Berlin,High
112437,SKU_1665,White Mug,29,04-04-2023 00:00,7.33,29419,Belgium,0.16,Bank Transfer,20.72,Accessories,In-store,Not Returned,DHL,Berlin,Low
112442,SKU_1351,White Mug,11,07-07-2022 03:00,93.86,40925,Spain,0,Bank Transfer,28.62,Apparel,In-store,Not Returned,DHL,Paris,High
112453,SKU_1379,White Mug,43,06-10-2022 11:00,92.39,70036,United States,0.28,Credit Card,7.33,Accessories,Online,Not Returned,UPS,Rome,High
112467,SKU_1642,Office Chair,12,27-01-2021 22:00,98.27,74143,United Kingdom,0.1,Credit Card,26.73,Apparel,Online,Not Returned,FedEx,Rome,High
112467,SKU_1372,Wireless Mouse,19,19-03-2023 12:00,29.98,24305,United States,0.31,Credit Card,29.13,Stationery,In-store,Not Returned,UPS,London,High
112521,SKU_1785,Backpack,24,15-09-2023 01:00,57.29,73197,Belgium,0.03,Bank Transfer,27.8,Stationery,In-store,Not Returned,DHL,Rome,Low
112626,SKU_1850,T-shirt,18,24-07-2025 21:00,95.91,47768,France,0,Bank Transfer,9.2,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
112636,SKU_1694,Office Chair,42,22-02-2023 07:00,85.64,79128,Italy,0.28,paypall,7.97,Stationery,Online,Not Returned,DHL,Amsterdam,Low
112666,SKU_1907,T-shirt,12,06-01-2020 12:00,98.82,63965,Germany,0.25,paypall,5.34,Apparel,In-store,Not Returned,FedEx,Rome,High
112669,SKU_1823,Office Chair,31,10-12-2023 21:00,18.85,63916,Germany,0.25,Credit Card,24.9,Electronics,In-store,Not Returned,Royal Mail,London,Medium
112685,SKU_1605,Headphones,8,18-12-2022 22:00,92.71,68080,Belgium,0.43,Bank Transfer,16.09,Stationery,In-store,Not Returned,DHL,Amsterdam,High
112741,SKU_1587,T-shirt,9,02-04-2023 12:00,34.29,32745,Germany,0.04,Bank Transfer,27.49,Stationery,Online,Returned,Royal Mail,London,Low
112746,SKU_1038,Office Chair,10,05-02-2024 22:00,75.82,36947,Australia,0.42,Bank Transfer,14.93,Accessories,In-store,Not Returned,UPS,Rome,Medium
112754,SKU_1205,T-shirt,46,13-02-2025 22:00,83.44,35150,Germany,0.24,Bank Transfer,21.49,Stationery,In-store,Returned,UPS,London,Low
112755,SKU_1406,Headphones,19,28-05-2021 02:00,89.85,66856,Norway,0.42,Bank Transfer,6.93,Stationery,Online,Not Returned,UPS,London,Low
112763,SKU_1024,Wireless Mouse,19,02-06-2020 05:00,20.47,46097,Germany,0.37,paypall,8.25,Electronics,In-store,Returned,UPS,London,Low
112778,SKU_1789,Headphones,5,08-06-2024 09:00,43.62,35043,Sweden,0.06,Credit Card,16.81,Electronics,In-store,Not Returned,DHL,London,High
112809,SKU_1186,Blue Pen,3,12-09-2021 23:00,32.13,58959,United Kingdom,0.2,Bank Transfer,15.63,Furniture,Online,Returned,FedEx,Amsterdam,Low
112818,SKU_1224,Blue Pen,20,06-05-2021 21:00,68.94,35589,Italy,0.13,paypall,20.19,Electronics,In-store,Not Returned,DHL,London,Low
112818,SKU_1141,Headphones,1,25-06-2024 18:00,35.69,30807,France,0.4,paypall,6.66,Apparel,In-store,Not Returned,Royal Mail,Rome,High
112823,SKU_1495,Backpack,2,21-10-2021 22:00,28.03,56384,Norway,0.44,paypall,13.89,Furniture,In-store,Not Returned,FedEx,Berlin,Low
112828,SKU_1133,Blue Pen,33,11-07-2020 22:00,87.36,69175,Germany,0.18,paypall,28.01,Accessories,Online,Not Returned,UPS,Amsterdam,Low
112834,SKU_1829,White Mug,44,14-07-2021 03:00,99.85,75550,United States,0.06,paypall,7.34,Furniture,In-store,Not Returned,UPS,Paris,High
112850,SKU_1557,Headphones,6,02-09-2023 01:00,70.45,35923,Norway,0.42,Credit Card,29.62,Furniture,In-store,Not Returned,Royal Mail,London,Medium
112854,SKU_1991,Notebook,35,13-05-2025 03:00,10.23,28982,Germany,0.41,paypall,25.03,Electronics,In-store,Not Returned,Royal Mail,Paris,High
112873,SKU_1024,Desk Lamp,15,21-07-2022 03:00,3.13,98258,Italy,0.4,Bank Transfer,8.07,Stationery,In-store,Not Returned,Royal Mail,Paris,High
112875,SKU_1593,Wall Clock,12,10-01-2022 12:00,10.87,66970,Portugal,0.24,Bank Transfer,7.22,Accessories,Online,Not Returned,Royal Mail,Berlin,Medium
112879,SKU_1593,Wall Clock,13,10-03-2021 21:00,46.9,80594,Netherlands,0.02,paypall,26.95,Apparel,In-store,Not Returned,Royal Mail,Rome,High
112938,SKU_1247,Wall Clock,48,22-08-2021 21:00,79.39,64204,Portugal,0.18,Credit Card,6.35,Accessories,In-store,Not Returned,UPS,Paris,Medium
112940,SKU_1427,T-shirt,15,23-11-2020 09:00,65.64,57625,Australia,0.38,Credit Card,9.3,Apparel,In-store,Not Returned,FedEx,Paris,Medium
112976,SKU_1577,Blue Pen,43,17-03-2023 23:00,61.62,17589,Norway,0.2,paypall,28.67,Apparel,Online,Not Returned,UPS,Berlin,High
113015,SKU_1924,Notebook,11,27-05-2024 23:00,8.06,73783,Germany,0.21,Bank Transfer,8.75,Accessories,In-store,Not Returned,UPS,Paris,High
113070,SKU_1465,Office Chair,25,26-04-2024 05:00,90.82,38264,United States,0.06,Credit Card,12.71,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
113140,SKU_1080,White Mug,46,25-05-2020 23:00,56.71,74644,France,0.12,Bank Transfer,12.21,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
113144,SKU_1532,Wall Clock,10,25-06-2024 13:00,98.47,40025,Spain,0.49,paypall,12.02,Accessories,In-store,Not Returned,UPS,Berlin,High
113149,SKU_1854,White Mug,29,11-06-2022 08:00,46.43,99538,Spain,0.22,paypall,9.3,Furniture,In-store,Returned,FedEx,Paris,Low
113156,SKU_1288,White Mug,3,29-10-2022 23:00,55.67,57342,France,0.43,paypall,28.66,Apparel,Online,Not Returned,FedEx,Paris,Low
113162,SKU_1754,Desk Lamp,26,13-10-2022 12:00,98.43,,Italy,0.49,Credit Card,11.33,Accessories,In-store,Not Returned,DHL,Paris,High
113181,SKU_1437,Wall Clock,8,21-08-2022 09:00,92.7,94393,Portugal,0.16,paypall,24.89,Furniture,In-store,Not Returned,DHL,Paris,Medium
113224,SKU_1448,Wall Clock,1,29-02-2020 07:00,45.62,92232,Sweden,0.21,Bank Transfer,6.12,Stationery,Online,Not Returned,FedEx,Rome,Low
113233,SKU_1918,Headphones,2,20-09-2020 20:00,15.51,26693,Spain,0.41,Credit Card,18.08,Stationery,In-store,Not Returned,UPS,Paris,Medium
113261,SKU_1392,T-shirt,22,15-08-2020 05:00,26.8,79436,United Kingdom,0.01,paypall,27.25,Apparel,Online,Not Returned,FedEx,London,High
113261,SKU_1635,Desk Lamp,4,21-11-2024 07:00,34.51,43992,Germany,0.31,paypall,10.39,Furniture,Online,Not Returned,Royal Mail,Rome,High
113265,SKU_1715,Office Chair,38,08-03-2021 05:00,96.27,30719,Italy,0.5,Credit Card,28.52,Accessories,Online,Not Returned,UPS,Berlin,High
113269,SKU_1034,T-shirt,42,28-05-2024 10:00,89.13,93075,Sweden,0.27,paypall,22.6,Stationery,In-store,Not Returned,FedEx,Berlin,High
113277,SKU_1230,USB Cable,36,09-08-2024 20:00,82.54,36372,France,0.15,Bank Transfer,26.58,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
113288,SKU_1762,USB Cable,34,13-02-2021 15:00,95.05,19145,Australia,0.15,Credit Card,28.37,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
113292,SKU_1978,USB Cable,33,17-09-2023 18:00,5.74,66677,Netherlands,0.47,Credit Card,20.1,Furniture,Online,Not Returned,DHL,Amsterdam,Medium
113302,SKU_1153,Wireless Mouse,17,22-04-2024 17:00,68.04,48446,Italy,0.43,paypall,15.53,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium
113338,SKU_1515,Notebook,18,25-12-2021 15:00,80.8,31076,United Kingdom,0.1,paypall,6.76,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
113369,SKU_1406,T-shirt,14,21-10-2023 06:00,60.19,17197,Australia,0.3,Credit Card,25.29,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
113376,SKU_1036,White Mug,39,03-02-2024 19:00,56.98,52391,Spain,0.16,paypall,25.4,Electronics,Online,Returned,Royal Mail,Rome,Medium
113409,SKU_1724,Headphones,31,28-02-2024 22:00,68.81,72954,Italy,0.39,Credit Card,29.02,Stationery,In-store,Not Returned,DHL,London,High
113417,SKU_1272,Notebook,37,23-06-2024 11:00,53.6,38970,Italy,0.14,Credit Card,15.12,Apparel,In-store,Not Returned,FedEx,Rome,Low
113423,SKU_1066,Desk Lamp,10,10-08-2022 06:00,57.56,88170,Belgium,0.34,paypall,15.48,Accessories,Online,Not Returned,DHL,Amsterdam,Medium
113440,SKU_1276,Wall Clock,47,29-12-2020 02:00,73.91,40703,Italy,0.4,Credit Card,28.4,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low
113448,SKU_1721,Desk Lamp,40,21-07-2022 08:00,83.98,67469,United States,0.04,paypall,14.63,Apparel,Online,Not Returned,UPS,Paris,High
113549,SKU_1038,Desk Lamp,27,15-03-2024 00:00,15.52,,Portugal,0.38,Bank Transfer,12.12,Stationery,In-store,Not Returned,Royal Mail,Berlin,Medium
113570,SKU_1496,Headphones,26,18-05-2023 04:00,41.54,68072,Spain,0.21,Credit Card,11.41,Furniture,Online,Returned,FedEx,Berlin,Medium
113580,SKU_1963,White Mug,31,05-12-2021 07:00,29.65,90713,Spain,0.22,Credit Card,29.9,Accessories,In-store,Not Returned,Royal Mail,Rome,Low
113613,SKU_1547,USB Cable,45,27-12-2023 13:00,81.3,62680,United Kingdom,0.35,Bank Transfer,8.6,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
113635,SKU_1509,Backpack,5,28-02-2024 20:00,93.58,70533,Germany,0.11,Bank Transfer,17.09,Accessories,In-store,Not Returned,Royal Mail,London,Low
113672,SKU_1207,Desk Lamp,45,30-12-2021 16:00,38.94,76823,Germany,0.08,paypall,26.07,Apparel,Online,Not Returned,DHL,Rome,High
113698,SKU_1263,Wall Clock,25,05-02-2022 04:00,53.63,77378,Sweden,0.27,Credit Card,12.24,Apparel,In-store,Not Returned,DHL,London,Low
113699,SKU_1653,Blue Pen,27,02-07-2024 16:00,53.61,77257,United States,0.26,Credit Card,26.74,Electronics,Online,Not Returned,FedEx,London,Low
113703,SKU_1971,White Mug,46,05-04-2021 09:00,79.3,80460,Norway,0.35,paypall,15.8,Accessories,Online,Returned,DHL,London,High
113731,SKU_1836,Wireless Mouse,18,27-01-2021 14:00,25.15,30798,Portugal,0.22,paypall,13.14,Furniture,Online,Not Returned,FedEx,Berlin,Medium
113763,SKU_1540,Headphones,43,26-11-2023 20:00,49.66,51131,Norway,0.22,paypall,8.19,Electronics,In-store,Not Returned,FedEx,Berlin,Low
113767,SKU_1908,Blue Pen,8,22-01-2024 21:00,14.34,65635,United States,0.35,paypall,18.59,Apparel,Online,Not Returned,DHL,Rome,Low
113780,SKU_1343,Headphones,22,26-09-2020 04:00,51.02,59152,Sweden,0.25,Credit Card,26.21,Furniture,In-store,Returned,UPS,London,High
113790,SKU_1951,Backpack,49,04-09-2023 07:00,3.97,66948,Belgium,0.39,paypall,13.4,Apparel,In-store,Returned,FedEx,Rome,Low
113796,SKU_1266,Wireless Mouse,23,21-03-2024 09:00,41.97,18071,Portugal,0.16,paypall,7.99,Electronics,In-store,Not Returned,DHL,London,High
113807,SKU_1951,USB Cable,33,02-02-2020 00:00,1.77,36704,Spain,0.23,Bank Transfer,5.76,Electronics,In-store,Not Returned,FedEx,Rome,High
113825,SKU_1906,USB Cable,2,09-01-2025 13:00,13.14,72302,Sweden,0.28,Bank Transfer,6.2,Electronics,Online,Not Returned,DHL,Amsterdam,Low
113869,SKU_1085,Desk Lamp,20,13-07-2022 08:00,76.43,24842,Spain,0.35,Bank Transfer,19.99,Apparel,In-store,Not Returned,UPS,Amsterdam,Medium
113877,SKU_1745,T-shirt,4,23-04-2021 21:00,54.83,39183,United States,0.32,Bank Transfer,11.4,Stationery,In-store,Not Returned,DHL,Amsterdam,High
113882,SKU_1643,Desk Lamp,46,16-04-2023 00:00,27.54,52645,United States,0.13,paypall,5.88,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium
113891,SKU_1637,Desk Lamp,2,25-07-2023 00:00,6.76,42985,Australia,0.37,Credit Card,22.47,Electronics,In-store,Not Returned,UPS,Rome,Medium
113898,SKU_1932,Wireless Mouse,48,05-01-2023 23:00,39.56,63753,Germany,0.16,Credit Card,18.74,Stationery,In-store,Not Returned,UPS,Paris,Low
113916,SKU_1112,Desk Lamp,40,16-02-2025 07:00,21.34,64538,Spain,0.44,paypall,23.59,Apparel,In-store,Not Returned,Royal Mail,London,Medium
113944,SKU_1272,Wireless Mouse,2,16-05-2022 07:00,47.78,14166,United States,0.42,Bank Transfer,8.16,Stationery,In-store,Not Returned,UPS,Paris,High
113986,SKU_1633,T-shirt,6,06-01-2020 09:00,39.39,43069,United Kingdom,0.29,Bank Transfer,9.85,Electronics,In-store,Not Returned,DHL,Rome,Medium
113987,SKU_1067,Wireless Mouse,33,15-07-2023 10:00,18.95,73470,Sweden,0.03,Bank Transfer,29.56,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low
114012,SKU_1885,Headphones,39,18-02-2025 22:00,86.12,,Germany,0.41,Credit Card,7.45,Furniture,Online,Not Returned,DHL,Rome,Low
114017,SKU_1544,Wall Clock,36,12-09-2023 17:00,73.4,,United Kingdom,0.04,Bank Transfer,23.8,Stationery,In-store,Not Returned,DHL,,Low
114040,SKU_1713,USB Cable,21,08-01-2024 17:00,71.89,38174,Spain,0.11,Bank Transfer,8.27,Accessories,In-store,Not Returned,UPS,Rome,High
114060,SKU_1987,USB Cable,29,23-02-2020 01:00,14.93,35287,Italy,0.33,Bank Transfer,14.55,Electronics,In-store,Not Returned,UPS,London,Low
114082,SKU_1646,Desk Lamp,27,26-04-2025 10:00,57.12,31933,Germany,0.27,Bank Transfer,24.52,Furniture,In-store,Not Returned,FedEx,Paris,High
114126,SKU_1686,White Mug,19,30-07-2021 00:00,99.27,24729,Sweden,0.11,Credit Card,15.67,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High
114153,SKU_1085,Blue Pen,43,26-02-2020 16:00,72.18,31288,Belgium,0.06,paypall,28.06,Apparel,Online,Not Returned,FedEx,Paris,Medium
114202,SKU_1509,Blue Pen,44,26-03-2023 18:00,30.98,78631,Italy,0.47,Credit Card,19.35,Furniture,Online,Not Returned,DHL,London,High
114202,SKU_1503,Office Chair,49,26-08-2025 08:00,61.84,42039,Italy,0.37,Bank Transfer,19.09,Stationery,Online,Not Returned,Royal Mail,London,High
114248,SKU_1797,USB Cable,30,09-12-2024 06:00,35.22,24187,Netherlands,0.02,paypall,24.54,Stationery,In-store,Not Returned,FedEx,Rome,Medium
114260,SKU_1684,Desk Lamp,40,15-06-2021 09:00,2.88,77490,Sweden,0.28,paypall,12.81,Stationery,Online,Not Returned,FedEx,Amsterdam,Low
114284,SKU_1112,Wireless Mouse,29,13-07-2023 02:00,69.1,37219,Portugal,0.23,Credit Card,12.54,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
114316,SKU_1830,White Mug,7,30-03-2025 12:00,38.47,29296,Belgium,0.38,Credit Card,9.23,Stationery,In-store,Not Returned,UPS,Rome,High
114332,SKU_1179,White Mug,2,04-05-2023 15:00,22.02,65071,Belgium,0.15,Credit Card,16.36,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low
114382,SKU_1409,Blue Pen,20,26-02-2020 01:00,32.2,68300,Sweden,0.46,paypall,21.63,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
114389,SKU_1727,Wall Clock,48,25-10-2020 14:00,32.34,41103,Spain,0.29,Bank Transfer,24.01,Furniture,In-store,Not Returned,FedEx,Paris,Medium
114390,SKU_1107,Wall Clock,48,17-01-2021 09:00,69.82,52502,Sweden,0.05,paypall,16.38,Accessories,Online,Not Returned,UPS,Amsterdam,Medium
114407,SKU_1226,Wireless Mouse,26,01-01-2022 07:00,93.1,20169,Norway,0.03,Credit Card,29.81,Electronics,Online,Returned,UPS,Berlin,High
114425,SKU_1309,Wireless Mouse,8,07-03-2022 17:00,34.76,10716,Germany,0.18,paypall,9.43,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
114425,SKU_1573,Wireless Mouse,-23,12-10-2022 02:00,-53.84,,Spain,1.915094705,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,Medium
114426,SKU_1503,Headphones,19,17-06-2025 00:00,49.2,13437,Germany,0.36,paypall,25.69,Apparel,Online,Not Returned,UPS,London,Medium
114429,SKU_1928,Backpack,38,10-04-2021 16:00,66.16,47063,Spain,0.39,paypall,20.56,Stationery,Online,Not Returned,DHL,Paris,Medium
114433,SKU_1507,Blue Pen,10,19-05-2025 21:00,60.48,40046,France,0.01,paypall,19.2,Apparel,Online,Not Returned,DHL,London,High
114439,SKU_1165,Blue Pen,33,05-07-2021 05:00,31.23,70716,Sweden,0.37,paypall,6.94,Accessories,Online,Not Returned,Royal Mail,Paris,Medium
114506,SKU_1840,Headphones,45,11-11-2020 06:00,49.4,13289,United States,0.24,Credit Card,25.38,Apparel,Online,Not Returned,FedEx,Amsterdam,High
114508,SKU_1632,Headphones,39,29-08-2025 12:00,14.68,55874,United States,0.11,paypall,6.81,Electronics,Online,Not Returned,FedEx,Paris,High
114538,SKU_1159,Office Chair,34,27-12-2024 09:00,51.05,93723,Spain,0.4,Bank Transfer,14.97,Apparel,Online,Not Returned,UPS,London,Low
114551,SKU_1395,Wall Clock,47,24-09-2021 03:00,17.67,16769,Netherlands,0.32,paypall,24.48,Furniture,Online,Not Returned,Royal Mail,Berlin,Medium
114559,SKU_1341,Blue Pen,3,21-10-2023 20:00,17.02,89586,Spain,0.16,paypall,10.68,Electronics,Online,Not Returned,FedEx,Rome,Low
114568,SKU_1007,Blue Pen,15,02-01-2022 08:00,47.92,50742,Australia,0.05,Bank Transfer,8.36,Furniture,Online,Not Returned,Royal Mail,London,Medium
114570,SKU_1188,Desk Lamp,21,06-03-2023 23:00,40.27,82237,France,0.5,paypall,28.71,Electronics,In-store,Not Returned,UPS,Paris,Low
114588,SKU_1611,Office Chair,6,05-08-2021 14:00,5.1,64081,Italy,0.26,Bank Transfer,10.42,Stationery,Online,Returned,UPS,Paris,High
114601,SKU_1056,Wireless Mouse,11,25-06-2025 07:00,51.52,96186,France,0.48,Bank Transfer,20.26,Stationery,In-store,Returned,DHL,Berlin,High
114612,SKU_1339,Blue Pen,19,26-05-2024 23:00,78.33,82798,United Kingdom,0,Bank Transfer,8.51,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
114629,SKU_1751,T-shirt,41,07-06-2022 21:00,28.34,,Germany,0.09,Bank Transfer,20.43,Electronics,In-store,Not Returned,UPS,,High
114633,SKU_1324,Backpack,39,11-08-2021 14:00,47.35,75498,Australia,0.11,paypall,26.98,Electronics,In-store,Not Returned,FedEx,Berlin,Low
114674,SKU_1267,Wall Clock,4,26-06-2023 11:00,22.5,69455,Portugal,0.47,paypall,12.81,Accessories,Online,Returned,UPS,Rome,High
114677,SKU_1132,Blue Pen,15,01-07-2021 11:00,25.18,70075,United States,0.21,Credit Card,6.67,Accessories,Online,Not Returned,DHL,Paris,Low
114679,SKU_1306,Wireless Mouse,17,09-03-2024 18:00,64.01,49499,Sweden,0.23,paypall,16.65,Furniture,In-store,Returned,FedEx,Paris,Medium
114698,SKU_1723,Desk Lamp,19,12-12-2024 08:00,80.38,,France,0.06,paypall,5.22,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium
114702,SKU_1532,Headphones,46,20-05-2025 05:00,58.62,55953,Germany,0.43,paypall,27.38,Stationery,Online,Not Returned,DHL,Paris,Low
114716,SKU_1270,USB Cable,8,19-07-2021 07:00,73.52,55088,Netherlands,0.2,paypall,23.62,Electronics,In-store,Not Returned,UPS,Rome,Low
114743,SKU_1547,T-shirt,-47,04-07-2020 08:00,-36,,Australia,1.336744888,Bank Transfer,,Apparel,Online,Not Returned,Royal Mail,,Low
114743,SKU_1012,USB Cable,29,21-03-2024 21:00,86.4,72452,France,0.24,Bank Transfer,24.26,Electronics,In-store,Not Returned,UPS,Paris,Low
114787,SKU_1557,Blue Pen,45,03-01-2024 12:00,75.48,92862,United States,0.36,Credit Card,23.2,Accessories,Online,Not Returned,DHL,London,High
114859,SKU_1002,White Mug,11,21-10-2020 02:00,40.37,48736,Australia,0.31,Credit Card,5.08,Stationery,Online,Not Returned,FedEx,Rome,Low
114864,SKU_1035,Headphones,21,01-09-2023 04:00,7.22,93777,Norway,0.04,Bank Transfer,8.69,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
114866,SKU_1076,Blue Pen,44,17-06-2023 18:00,49.22,,United Kingdom,0.18,paypall,8.1,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Medium
114925,SKU_1634,Office Chair,-19,27-07-2021 07:00,47.12,,United Kingdom,0.17,Credit Card,,Accessories,In-store,Not Returned,UPS,,Low
114927,SKU_1695,Blue Pen,30,29-02-2024 20:00,75.73,48486,Norway,0.36,Bank Transfer,5.3,Apparel,In-store,Not Returned,UPS,London,Low
114987,SKU_1456,Office Chair,34,13-06-2023 04:00,61.8,22333,Australia,0.16,paypall,22.51,Stationery,Online,Not Returned,Royal Mail,London,Medium
114990,SKU_1006,Blue Pen,22,22-04-2022 00:00,11.85,80193,Germany,0.31,Bank Transfer,16.23,Apparel,In-store,Not Returned,DHL,Berlin,High
114995,SKU_1042,Blue Pen,19,06-09-2020 04:00,89.99,75109,Australia,0.09,Credit Card,15.09,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low
115009,SKU_1229,Backpack,7,01-11-2023 13:00,65.17,36523,United States,0.02,Bank Transfer,13.52,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
115021,SKU_1803,Wall Clock,18,21-09-2021 00:00,84.88,88348,United Kingdom,0.13,paypall,23.99,Apparel,In-store,Not Returned,UPS,Amsterdam,High
115040,SKU_1806,Wireless Mouse,18,19-12-2024 09:00,50.04,40553,Portugal,0.45,Credit Card,5.34,Electronics,In-store,Returned,UPS,Paris,High
115050,SKU_1445,Wall Clock,49,12-07-2023 18:00,41.12,44611,Netherlands,0.37,Credit Card,14.13,Furniture,In-store,Returned,FedEx,Berlin,High
115060,SKU_1762,Wireless Mouse,12,15-08-2025 23:00,88.66,11146,Norway,0.25,Bank Transfer,21.76,Electronics,Online,Not Returned,UPS,Rome,Medium
115063,SKU_1130,White Mug,13,25-11-2022 14:00,20.25,69588,Sweden,0.3,Bank Transfer,9,Accessories,Online,Not Returned,FedEx,Rome,Low
115064,SKU_1463,Office Chair,47,26-05-2022 13:00,90.56,23848,Netherlands,0.26,Credit Card,23.56,Furniture,Online,Not Returned,DHL,Rome,Medium
115091,SKU_1906,Backpack,10,08-06-2023 18:00,14.34,18505,United Kingdom,0.28,Credit Card,7.34,Apparel,In-store,Not Returned,DHL,Rome,High
115096,SKU_1766,Blue Pen,41,16-04-2024 23:00,83.96,23258,Portugal,0.32,paypall,14.26,Apparel,Online,Not Returned,FedEx,Rome,High
115106,SKU_1910,Notebook,38,20-06-2025 00:00,95.46,91502,Italy,0.46,Bank Transfer,22.22,Accessories,Online,Not Returned,UPS,Paris,Low
115115,SKU_1338,Wireless Mouse,38,24-03-2022 18:00,9.24,,Germany,0.09,Credit Card,9.51,Electronics,In-store,Not Returned,Royal Mail,London,High
115116,SKU_1349,Blue Pen,18,22-12-2020 21:00,38.62,11562,Australia,0.19,paypall,7.65,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
115141,SKU_1783,White Mug,43,24-09-2021 07:00,52.83,63519,Germany,0.3,Bank Transfer,13.15,Apparel,In-store,Not Returned,FedEx,London,Medium
115171,SKU_1878,Headphones,28,25-08-2024 23:00,54.2,70698,France,0.41,Credit Card,26.91,Accessories,Online,Not Returned,UPS,Rome,Low
